Institution	Category	Area	Value
Georgetown University	History of Philosophy	19th Century Continental	2
Georgetown University	History of Philosophy	20th Century Continental	2
Georgetown University	History of Philosophy	History of Analytic	
Georgetown University	History of Philosophy	American Pragmatism	
Georgetown University	Other Areas	Feminist Philosophy	2
Georgetown University	Other Areas	Chinese Philosophy	
Georgetown University	Other Areas	Philosophy of Race	
Harvard University	Metaphysics & Epistemology	Philosophy of Language	2
Harvard University	Metaphysics & Epistemology	Philosophy of Mind	3
Harvard University	Metaphysics & Epistemology	Metaphysics	
Harvard University	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	3
Harvard University	Metaphysics & Epistemology	Philosophical Logic	3
Harvard University	Metaphysics & Epistemology	Philosophy of Action	
Harvard University	Metaphysics & Epistemology	Philosophy of Religion	
Harvard University	Philosophy of the Sciences and Mathematics	General Philosophy of Science	5
Harvard University	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
Harvard University	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
Harvard University	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	2
Harvard University	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	
Harvard University	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	4
Harvard University	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	1
Harvard University	Philosophy of the Sciences and Mathematics	Mathematical Logic	1
Harvard University	Theory of Value	Normative Ethics	3
Harvard University	Theory of Value	Metaethics & Moral Psychology	3
Harvard University	Theory of Value	Applied Ethics	4
Harvard University	Theory of Value	Political Philosophy	3
Harvard University	Theory of Value	Philosophy of Law	
Harvard University	Theory of Value	Philosophy of Art	
Harvard University	History of Philosophy	Acnient Philosophy	
Harvard University	History of Philosophy	Medieval Philosophy	
Harvard University	History of Philosophy	Early Modern: 17th Century	3
Harvard University	History of Philosophy	Early Modern: 18th Century	4
Harvard University	History of Philosophy	Kant	
Harvard University	History of Philosophy	19th Century Continental	4
Harvard University	History of Philosophy	20th Century Continental	2
Harvard University	History of Philosophy	History of Analytic	2
Harvard University	History of Philosophy	American Pragmatism	
Harvard University	Other Areas	Feminist Philosophy	
Harvard University	Other Areas	Chinese Philosophy	
Harvard University	Other Areas	Philosophy of Race	1
Indiana University, Bloomington	Metaphysics & Epistemology	Philosophy of Language	4
Indiana University, Bloomington	Metaphysics & Epistemology	Philosophy of Mind	
Indiana University, Bloomington	Metaphysics & Epistemology	Metaphysics	4
Indiana University, Bloomington	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	
Indiana University, Bloomington	Metaphysics & Epistemology	Philosophical Logic	
Indiana University, Bloomington	Metaphysics & Epistemology	Philosophy of Action	3
Indiana University, Bloomington	Metaphysics & Epistemology	Philosophy of Religion	4
Indiana University, Bloomington	Philosophy of the Sciences and Mathematics	General Philosophy of Science	5
Indiana University, Bloomington	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
Indiana University, Bloomington	Philosophy of the Sciences and Mathematics	Philosophy of Biology	3
Indiana University, Bloomington	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	
Indiana University, Bloomington	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	
Indiana University, Bloomington	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	
Indiana University, Bloomington	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	
Indiana University, Bloomington	Philosophy of the Sciences and Mathematics	Mathematical Logic	
Indiana University, Bloomington	Theory of Value	Normative Ethics	4
Indiana University, Bloomington	Theory of Value	Metaethics & Moral Psychology	
Indiana University, Bloomington	Theory of Value	Applied Ethics	
Indiana University, Bloomington	Theory of Value	Political Philosophy	
Indiana University, Bloomington	Theory of Value	Philosophy of Law	
Indiana University, Bloomington	Theory of Value	Philosophy of Art	
Indiana University, Bloomington	History of Philosophy	Acnient Philosophy	
Indiana University, Bloomington	History of Philosophy	Medieval Philosophy	
Indiana University, Bloomington	History of Philosophy	Early Modern: 17th Century	
Indiana University, Bloomington	History of Philosophy	Early Modern: 18th Century	5
Indiana University, Bloomington	History of Philosophy	Kant	3
Indiana University, Bloomington	History of Philosophy	19th Century Continental	4
Indiana University, Bloomington	History of Philosophy	20th Century Continental	
Indiana University, Bloomington	History of Philosophy	History of Analytic	1
Indiana University, Bloomington	History of Philosophy	American Pragmatism	
Indiana University, Bloomington	Other Areas	Feminist Philosophy	2
Indiana University, Bloomington	Other Areas	Chinese Philosophy	2
Indiana University, Bloomington	Other Areas	Philosophy of Race	
Johns Hopkins University	Metaphysics & Epistemology	Philosophy of Language	4
Johns Hopkins University	Metaphysics & Epistemology	Philosophy of Mind	3
Johns Hopkins University	Metaphysics & Epistemology	Metaphysics	
Johns Hopkins University	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	4
Johns Hopkins University	Metaphysics & Epistemology	Philosophical Logic	
Johns Hopkins University	Metaphysics & Epistemology	Philosophy of Action	
Johns Hopkins University	Metaphysics & Epistemology	Philosophy of Religion	
Johns Hopkins University	Philosophy of the Sciences and Mathematics	General Philosophy of Science	
Johns Hopkins University	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
Johns Hopkins University	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
Johns Hopkins University	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	
Johns Hopkins University	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	3
Johns Hopkins University	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	
Johns Hopkins University	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	
Johns Hopkins University	Philosophy of the Sciences and Mathematics	Mathematical Logic	
Johns Hopkins University	Theory of Value	Normative Ethics	
Johns Hopkins University	Theory of Value	Metaethics & Moral Psychology	
Johns Hopkins University	Theory of Value	Applied Ethics	4
Johns Hopkins University	Theory of Value	Political Philosophy	
Johns Hopkins University	Theory of Value	Philosophy of Law	
Johns Hopkins University	Theory of Value	Philosophy of Art	
Johns Hopkins University	History of Philosophy	Acnient Philosophy	
Johns Hopkins University	History of Philosophy	Medieval Philosophy	
Johns Hopkins University	History of Philosophy	Early Modern: 17th Century	4
Johns Hopkins University	History of Philosophy	Early Modern: 18th Century	
Johns Hopkins University	History of Philosophy	Kant	3
Johns Hopkins University	History of Philosophy	19th Century Continental	3
Johns Hopkins University	History of Philosophy	20th Century Continental	
Johns Hopkins University	History of Philosophy	History of Analytic	
Johns Hopkins University	History of Philosophy	American Pragmatism	
Johns Hopkins University	Other Areas	Feminist Philosophy	
Johns Hopkins University	Other Areas	Chinese Philosophy	
Johns Hopkins University	Other Areas	Philosophy of Race	2
King's College, London	Metaphysics & Epistemology	Philosophy of Language	
King's College, London	Metaphysics & Epistemology	Philosophy of Mind	4
King's College, London	Metaphysics & Epistemology	Metaphysics	
King's College, London	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	4
King's College, London	Metaphysics & Epistemology	Philosophical Logic	
King's College, London	Metaphysics & Epistemology	Philosophy of Action	
King's College, London	Metaphysics & Epistemology	Philosophy of Religion	
King's College, London	Philosophy of the Sciences and Mathematics	General Philosophy of Science	
King's College, London	Philosophy of the Sciences and Mathematics	Philosophy of Physics	5
King's College, London	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
King's College, London	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	
King's College, London	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	
King's College, London	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	
King's College, London	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	
King's College, London	Philosophy of the Sciences and Mathematics	Mathematical Logic	
King's College, London	Theory of Value	Normative Ethics	4
King's College, London	Theory of Value	Metaethics & Moral Psychology	
King's College, London	Theory of Value	Applied Ethics	
King's College, London	Theory of Value	Political Philosophy	4
King's College, London	Theory of Value	Philosophy of Law	2
King's College, London	Theory of Value	Philosophy of Art	
King's College, London	History of Philosophy	Acnient Philosophy	3
King's College, London	History of Philosophy	Medieval Philosophy	
King's College, London	History of Philosophy	Early Modern: 17th Century	4
King's College, London	History of Philosophy	Early Modern: 18th Century	5
King's College, London	History of Philosophy	Kant	3
King's College, London	History of Philosophy	19th Century Continental	
